序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
103,688287,退市观典,2026-06-08,买一主买，成功率14.25%,0.37,5.7143,732111.9,2480798.21,1748686.31,4229484.52,7553900,9.691839976701,55.990740147474,5.6673,137090772.0,退市整理的证券,,,,
104,688322,奥比中光,2026-06-08,买一主买，成功率45.74%,144.17,14.3662,-288339618.05,1047306133.65,1335645751.7,2382951885.35,10084174100,-2.859328044029,23.630610317904,13.2883,45943575434.64,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2.93403621,,,
105,688507,索辰科技,2026-06-08,西藏自治区资金买入，成功率41.37%,225.11,17.5816,-62024645.8,269387454.39,331412100.19,600799554.58,4977600800,-1.246075133225,12.070063042822,26.1026,11083455180.3,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,4.74434721,,,
106,688507,索辰科技,2026-06-08,普通席位买入，成功率42.66%,225.11,17.5816,-66094259.69,198640886.75,264735146.44,463376033.19,2735405000,-2.416251329876,16.939942465193,26.1026,11083455180.3,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,4.74434721,,,
107,688549,中巨芯,2026-06-08,买一主买，成功率47.45%,19.19,20.0125,85432763.37,855508783.16,770076019.79,1625584802.95,6689178900,1.277178629054,24.301709182124,26.882,11309031610.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,18.08233455,,,
108,688549,中巨芯,2026-06-08,1家机构买入，成功率48.35%,19.19,20.0125,294849573.19,495276817.8,200427244.61,695704062.41,2816078700,10.47021779576,24.704709510072,26.882,11309031610.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,18.08233455,,,
109,920036,觅睿科技,2026-06-08,1家机构买入，成功率43.95%,48.95,12.142,6063394.95,35661342.77,29597947.82,65259290.59,240765400,2.518383019321,27.104928943278,38.6877,639349509.15,当日换手率达到20%的前5只股票,0.08171604,,,
110,920036,觅睿科技,2026-06-08,1家机构买入，成功率43.95%,48.95,12.142,6063394.95,35661342.77,29597947.82,65259290.59,240765400,2.518383019321,27.104928943278,38.6877,639349509.15,当日价格振幅达到30%的前5只股票,0.08171604,,,
111,920088,科力股份,2026-06-08,西藏自治区资金买入，成功率13.23%,43.85,14.282,9352752.06,47413733.54,38060981.48,85474715.02,417147100,2.242075291905,20.490305462989,29.2718,1428029185.5,当日换手率达到20%的前5只股票,-5.61003421,,,
112,920096,嘉晨智能,2026-06-08,1家机构买入，成功率41.75%,72.32,8.4095,9380235.33,59906952.16,50526716.83,110433668.99,395333500,2.372739808288,27.934305843041,37.0425,1171584000.0,当日换手率达到20%的前5只股票,-7.35619469,,,
113,920161,龙辰科技,2026-06-08,主力做T，成功率29.78%,55.1,-3.01,-17643023.99,77591425.02,95234449.01,172825874.03,880612600,-2.003494384477,19.625641744168,45.3254,2033126084.0,当日换手率达到20%的前5只股票,-7.42286751,,,
114,920211,新睿电子,2026-06-08,主力做T，成功率44.14%,208.9,-7.9249,2110650.72,75659625.26,73548974.54,149208599.8,657475300,0.321023576095,22.694175705156,53.7346,1203264000.0,当日换手率达到20%的前5只股票,-13.32695069,,,
115,920510,丰光精密,2026-06-08,1家机构买入，成功率44.82%,25.54,29.9746,21693422.88,65002163.12,43308740.24,108310903.36,411009300,5.278085649157,26.352421553478,19.2126,2398182452.12,当日收盘价涨幅达到20%的前5只股票,-2.85826155,,,
116,920510,丰光精密,2026-06-08,2家机构买入，成功率45.13%,25.54,29.9746,12644500.1,68519170.64,55874670.54,124393841.18,610597100,2.070841820244,20.372491317106,19.2126,2398182452.12,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),-2.85826155,,,
117,920578,巨能股份,2026-06-08,1家机构买入，成功率42.41%,22.75,30.0,13525008.55,31267236.16,17742227.61,49009463.77,124451300,10.867711747487,39.380435375123,16.5568,807648182.25,当日收盘价涨幅达到20%的前5只股票,1.67032967,,,
118,920578,巨能股份,2026-06-08,1家机构买入，成功率42.41%,22.75,30.0,13525008.55,31267236.16,17742227.61,49009463.77,124451300,10.867711747487,39.380435375123,16.5568,807648182.25,当日价格振幅达到30%的前5只股票,1.67032967,,,
119,920839,万通液压,2026-06-08,西藏自治区资金买入，成功率20.01%,34.1,21.5686,-10769081.74,12825301.03,23594382.77,36419683.8,145712600,-7.390631791623,24.994189795529,6.923,2223408523.6,当日收盘价涨幅达到20%的前5只股票,-4.95601173,,,
120,920961,创远信科,2026-06-08,主力做T，成功率29.61%,24.96,13.713,-16229191.14,61547172.85,77776363.99,139323536.84,701132000,-2.314712656105,19.871227791628,18.7263,2594600736.0,北交所股票最近3个有成交的交易日以内收盘价涨跌幅偏离值累计达到+40%(-40%),-10.25641026,,,
